id,city,temperature,humidity,description
7892,Belém,-1.3,21,nuvens dispersas
7893,Brasília,21.1,41,chuva
7894,Salvador,8.0,42,poucas nuvens
7895,Manaus,39.9,98,poucas nuvens
7896,Belém,14.3,62,poucas nuvens
7897,Fortaleza,20.9,37,chuva leve
7898,Rio de Janeiro,22.8,66,poucas nuvens
7899,Campinas,19.5,20,chuva
7900,Teresina,37.8,90,céu limpo
7901,Belo Horizonte,5.4,27,nuvens dispersas
7902,Curitiba,13.7,70,neve
7903,Duque de Caxias,16.6,76,poucas nuvens
7904,Porto Alegre,29.9,53,nuvens dispersas
7905,Salvador,1.5,78,nuvens dispersas
7906,Guarulhos,9.1,76,poucas nuvens
7907,São Luís,17.6,36,névoa
7908,Campinas,-3.8,35,neve
7909,Salvador,-0.4,73,trovoada
7910,São Luís,26.9,41,nuvens quebradas
7911,Campinas,14.7,62,neve
7912,Rio de Janeiro,0.7,43,névoa
7913,Fortaleza,10.1,49,céu limpo
7914,Recife,31.6,69,nuvens dispersas
7915,Campinas,1.3,86,chuva
7916,Belém,10.9,22,nuvens quebradas
7917,Belém,4.1,99,chuva
7918,Fortaleza,0.9,50,trovoada
7919,Goiania,26.2,80,névoa
7920,Campinas,-0.3,67,névoa
7921,Brasília,27.9,37,poucas nuvens
7922,Fortaleza,22.0,58,nuvens dispersas
7923,Porto Alegre,-1.2,36,nuvens dispersas
7924,Goiania,28.0,98,chuva leve
7925,Belém,36.2,35,trovoada
7926,Porto Alegre,3.2,64,chuva leve
7927,Belo Horizonte,5.8,71,neve
7928,Belém,21.5,39,céu limpo
7929,Recife,20.5,46,chuva leve
7930,Belém,6.9,82,poucas nuvens
7931,Salvador,1.0,64,chuva leve
7932,Maceió,19.2,33,nuvens dispersas
7933,Natal,1.0,90,céu limpo
7934,Maceió,17.4,43,névoa
7935,Natal,-3.9,59,céu limpo
7936,Rio de Janeiro,1.7,24,nuvens quebradas
7937,Porto Alegre,21.1,96,nuvens dispersas
7938,Guarulhos,39.6,20,poucas nuvens
7939,Belém,-4.9,46,neve
7940,Teresina,32.5,27,trovoada
7941,Porto Alegre,30.4,39,chuva
7942,Teresina,16.2,85,trovoada
7943,Manaus,4.8,20,neve
7944,Duque de Caxias,21.6,20,trovoada
7945,Belém,12.8,88,nuvens dispersas
7946,São Paulo,17.7,80,chuva leve
7947,Manaus,6.3,48,nuvens quebradas
7948,São Luís,10.2,89,chuva
7949,Fortaleza,-3.1,87,nuvens dispersas
7950,Recife,22.4,71,chuva
7951,São Gonçalo,-1.1,36,nuvens dispersas
7952,Fortaleza,-3.5,40,chuva leve
7953,Campinas,34.2,24,nuvens quebradas
7954,Salvador,22.0,77,neve
7955,Teresina,1.1,90,névoa
7956,Fortaleza,24.8,99,chuva
7957,Belo Horizonte,18.0,74,nuvens dispersas
7958,Brasília,8.0,67,nuvens dispersas
7959,Belém,9.1,29,névoa
7960,Recife,28.6,63,nuvens dispersas
7961,Belém,8.3,67,trovoada
7962,São Paulo,39.3,24,trovoada
7963,Duque de Caxias,0.6,78,chuva
7964,Maceió,21.8,59,trovoada
7965,Recife,34.1,33,nuvens quebradas
7966,Recife,26.2,52,trovoada
7967,Brasília,39.2,73,chuva leve
7968,Porto Alegre,26.0,91,nuvens dispersas
7969,Curitiba,10.0,79,poucas nuvens
7970,São Luís,-3.6,21,trovoada
7971,Belém,37.6,27,neve
7972,São Paulo,14.9,68,nuvens dispersas
7973,Brasília,-3.2,88,névoa
7974,Campinas,3.6,27,céu limpo
7975,São Paulo,13.2,59,trovoada
7976,São Luís,9.9,36,trovoada
7977,Goiania,6.3,52,chuva leve
7978,São Luís,26.2,97,poucas nuvens
7979,Guarulhos,2.6,50,chuva leve
7980,Goiania,36.3,40,chuva
7981,Curitiba,8.6,27,poucas nuvens
7982,Teresina,33.2,41,nuvens dispersas
7983,São Luís,20.7,74,nuvens dispersas
7984,Curitiba,28.3,62,nuvens dispersas
7985,Goiania,32.9,90,céu limpo
7986,Maceió,25.1,38,chuva leve
7987,Curitiba,10.9,90,poucas nuvens
7988,Natal,21.9,47,trovoada
7989,Maceió,31.8,46,chuva leve
7990,Belo Horizonte,38.1,95,trovoada
7991,Goiania,39.5,57,poucas nuvens
7992,Goiania,28.4,73,nuvens quebradas
7993,Rio de Janeiro,33.4,53,trovoada
7994,Salvador,4.0,88,nuvens dispersas
7995,Natal,23.1,62,céu limpo
7996,Maceió,20.2,21,poucas nuvens
7997,Goiania,11.4,42,poucas nuvens
7998,Rio de Janeiro,27.9,60,névoa
7999,Teresina,38.6,87,chuva leve
8000,São Luís,3.9,28,chuva leve
8001,Goiania,19.8,72,nuvens quebradas
8002,Duque de Caxias,32.2,66,neve
8003,Belém,37.1,43,chuva
8004,São Gonçalo,31.8,54,poucas nuvens
8005,Recife,29.5,91,céu limpo
8006,São Gonçalo,-3.4,75,nuvens quebradas
8007,Rio de Janeiro,39.4,21,névoa
8008,Manaus,26.1,58,poucas nuvens
8009,Natal,38.0,55,céu limpo
8010,Duque de Caxias,36.9,47,chuva leve
8011,Curitiba,35.4,32,névoa
8012,Goiania,-0.5,52,nuvens dispersas
8013,São Gonçalo,19.0,30,céu limpo
8014,Salvador,16.8,83,névoa
8015,Goiania,25.6,20,nuvens dispersas
8016,Belém,12.1,97,trovoada
8017,São Luís,8.8,51,céu limpo
8018,Belo Horizonte,4.3,89,chuva
8019,Belo Horizonte,20.7,70,chuva leve
8020,Guarulhos,18.0,31,neve
8021,São Paulo,22.8,47,chuva
8022,Teresina,-0.1,82,névoa
8023,Belo Horizonte,37.5,28,nuvens quebradas
8024,Salvador,7.8,46,nuvens quebradas
8025,Salvador,9.9,63,chuva
8026,Porto Alegre,-4.7,96,trovoada
8027,Belo Horizonte,1.2,83,neve
8028,São Gonçalo,25.1,74,chuva
8029,Fortaleza,34.1,85,trovoada
8030,Salvador,0.1,65,poucas nuvens
8031,Fortaleza,-2.2,81,neve
8032,Guarulhos,9.2,90,nuvens dispersas
8033,Guarulhos,36.1,92,chuva
8034,Brasília,24.6,84,trovoada
8035,Fortaleza,5.4,95,poucas nuvens
8036,Belo Horizonte,24.4,81,chuva leve
8037,Rio de Janeiro,0.6,23,nuvens quebradas
8038,Fortaleza,6.6,73,nuvens dispersas
8039,São Paulo,2.8,65,nuvens dispersas
8040,Belo Horizonte,7.0,70,poucas nuvens
8041,São Gonçalo,4.7,68,chuva
8042,Natal,14.6,30,névoa
8043,Fortaleza,13.4,40,nuvens dispersas
8044,Guarulhos,-2.8,21,trovoada
8045,Curitiba,0.4,54,neve
8046,Campinas,28.3,100,nuvens dispersas
8047,Campinas,4.3,74,neve
8048,São Luís,20.7,39,chuva leve
8049,Natal,18.2,82,nuvens quebradas
8050,Guarulhos,23.0,49,nuvens quebradas
8051,Rio de Janeiro,10.5,86,chuva
8052,Fortaleza,7.5,95,chuva leve
8053,Rio de Janeiro,32.7,38,nuvens dispersas
8054,Rio de Janeiro,21.4,70,trovoada
8055,Recife,13.6,56,chuva
8056,São Luís,8.6,21,nuvens dispersas
8057,São Luís,-4.8,62,chuva leve
8058,Belo Horizonte,2.6,40,nuvens quebradas
8059,Natal,28.9,21,névoa
8060,Fortaleza,22.2,75,chuva leve
8061,Belém,13.0,54,chuva
8062,São Gonçalo,24.7,89,chuva leve
8063,Campinas,39.2,52,trovoada
8064,Natal,-4.8,96,chuva leve
8065,Guarulhos,25.5,88,chuva leve
8066,Brasília,20.7,30,névoa
8067,Guarulhos,30.3,90,nuvens dispersas
8068,Campinas,7.5,34,névoa
8069,Campinas,29.6,83,trovoada
8070,Fortaleza,20.5,22,névoa
8071,Manaus,20.1,36,trovoada
8072,Belém,0.7,63,chuva
8073,São Gonçalo,23.6,65,nuvens quebradas
8074,Belo Horizonte,34.1,42,nuvens quebradas
8075,Guarulhos,30.2,46,nuvens dispersas
8076,São Paulo,8.0,70,chuva leve
8077,Natal,21.7,60,chuva
8078,Manaus,39.6,63,trovoada
8079,Natal,0.8,84,nuvens quebradas
8080,Belém,21.7,65,nuvens dispersas
8081,São Paulo,30.3,47,neve
8082,Salvador,1.0,20,trovoada
8083,Guarulhos,20.5,41,chuva leve
8084,Belém,16.0,97,névoa
8085,Natal,14.8,56,chuva
8086,Belo Horizonte,26.1,74,poucas nuvens
8087,Guarulhos,12.3,68,céu limpo
8088,São Gonçalo,25.7,26,neve
8089,Duque de Caxias,8.5,90,chuva
8090,Campinas,27.4,99,chuva leve
8091,Manaus,1.0,37,céu limpo
8092,São Paulo,8.8,59,nuvens dispersas
8093,São Luís,16.9,48,chuva
8094,Teresina,3.0,21,poucas nuvens
8095,Campinas,-4.4,93,nuvens quebradas
8096,Belo Horizonte,21.8,62,chuva leve
8097,Salvador,-2.6,91,poucas nuvens
8098,Maceió,4.6,90,trovoada
8099,Guarulhos,21.6,55,nuvens quebradas
8100,Brasília,19.8,79,chuva leve
8101,Curitiba,16.8,66,nuvens quebradas
8102,São Luís,14.0,98,neve
8103,Curitiba,-1.4,53,poucas nuvens
8104,Goiania,32.9,100,nuvens dispersas
8105,Belo Horizonte,23.4,80,chuva leve
8106,Teresina,15.1,62,céu limpo
8107,Brasília,37.0,41,neve
8108,Salvador,9.1,78,céu limpo
8109,Natal,22.7,53,neve
8110,Goiania,32.5,74,céu limpo
8111,Maceió,25.4,79,poucas nuvens
8112,São Luís,18.6,83,névoa
8113,Curitiba,32.5,94,chuva leve
8114,Goiania,28.4,69,trovoada
8115,São Paulo,0.8,70,poucas nuvens
8116,Porto Alegre,38.1,94,chuva leve
8117,Curitiba,-3.4,23,neve
8118,São Gonçalo,17.9,48,chuva
8119,Duque de Caxias,28.4,80,trovoada
8120,Campinas,6.4,85,chuva leve
8121,Salvador,6.1,95,nuvens dispersas
8122,São Gonçalo,22.8,95,chuva
8123,Teresina,38.8,78,chuva leve
8124,Goiania,10.2,38,nuvens quebradas
8125,Duque de Caxias,12.7,48,céu limpo
8126,Goiania,6.6,70,chuva
8127,Teresina,4.2,82,neve
8128,São Gonçalo,37.6,65,nuvens dispersas
8129,Curitiba,6.4,93,trovoada
8130,Belém,34.4,48,nuvens quebradas
8131,Teresina,36.5,68,poucas nuvens
8132,São Luís,8.1,76,nuvens quebradas
8133,Fortaleza,17.1,95,chuva
8134,Recife,33.6,48,céu limpo
8135,Brasília,10.5,40,chuva
8136,Porto Alegre,-3.0,74,neve
8137,São Luís,12.5,49,chuva leve
8138,Manaus,38.5,42,poucas nuvens
8139,Teresina,12.6,78,nuvens quebradas
8140,Campinas,24.6,92,neve
8141,Porto Alegre,20.2,82,nuvens quebradas
8142,Belo Horizonte,17.4,24,névoa
8143,Teresina,35.8,41,trovoada
8144,São Luís,37.0,29,névoa
8145,Recife,8.1,70,chuva leve
8146,Recife,6.4,59,nuvens dispersas
8147,Fortaleza,7.8,90,céu limpo
8148,Recife,20.7,100,chuva
8149,São Gonçalo,33.3,34,trovoada
8150,Porto Alegre,1.7,38,névoa
8151,Goiania,21.4,48,neve
8152,Belém,39.4,53,chuva
8153,São Paulo,26.6,93,chuva leve
8154,Rio de Janeiro,2.6,54,nuvens dispersas
8155,Salvador,21.6,90,névoa
8156,Porto Alegre,-0.9,87,poucas nuvens
8157,Salvador,31.1,22,nuvens quebradas
8158,Natal,30.7,48,céu limpo
8159,São Paulo,23.3,73,nuvens dispersas
8160,São Gonçalo,-3.8,94,poucas nuvens
8161,Recife,12.1,83,trovoada
8162,Rio de Janeiro,-1.3,84,chuva leve
8163,Rio de Janeiro,-1.7,32,nuvens quebradas
8164,Natal,0.9,92,nuvens dispersas
8165,Fortaleza,30.3,45,céu limpo
8166,Salvador,31.6,90,nuvens quebradas
8167,Curitiba,16.6,20,nuvens dispersas
8168,Teresina,-4.4,68,poucas nuvens
8169,Maceió,29.9,56,céu limpo
8170,Belo Horizonte,23.9,25,chuva
8171,Goiania,39.5,33,nuvens dispersas
8172,Recife,36.2,20,poucas nuvens
8173,Belém,9.1,58,céu limpo
8174,Manaus,31.0,88,névoa
8175,Duque de Caxias,-1.2,60,poucas nuvens
8176,Duque de Caxias,18.1,60,céu limpo
8177,Porto Alegre,9.8,82,névoa
8178,Maceió,9.5,78,nuvens dispersas
8179,Brasília,24.3,88,nuvens dispersas
8180,São Paulo,12.2,29,névoa
8181,Manaus,25.5,29,nuvens dispersas
8182,Belo Horizonte,33.6,66,neve
8183,Fortaleza,2.0,61,névoa
8184,Fortaleza,20.1,77,chuva leve
8185,Porto Alegre,-1.2,62,céu limpo
8186,Rio de Janeiro,3.6,73,nuvens dispersas
8187,Fortaleza,31.7,32,chuva
8188,Teresina,24.7,59,nuvens dispersas
8189,Maceió,20.7,78,céu limpo
8190,Salvador,25.3,99,nuvens dispersas
8191,Salvador,-3.9,61,nuvens quebradas
8192,Teresina,39.1,64,chuva leve
8193,São Paulo,14.4,86,poucas nuvens
8194,Belo Horizonte,3.8,28,névoa
8195,Belém,23.2,72,poucas nuvens
8196,Campinas,25.7,20,céu limpo
8197,Campinas,7.8,63,céu limpo
8198,Guarulhos,36.1,96,nuvens quebradas
8199,São Luís,23.1,91,chuva leve
8200,Curitiba,33.5,38,névoa
8201,Guarulhos,16.8,83,névoa
8202,Campinas,35.1,57,céu limpo
8203,Salvador,20.5,92,poucas nuvens
8204,Manaus,1.4,22,névoa
8205,Natal,8.6,83,trovoada
8206,Recife,20.8,80,nuvens dispersas
8207,São Paulo,10.3,68,névoa
8208,Natal,38.4,28,neve
8209,Campinas,32.5,68,nuvens dispersas
8210,Porto Alegre,24.5,80,chuva
8211,Natal,0.3,75,trovoada
8212,São Gonçalo,20.6,93,céu limpo
8213,Curitiba,2.2,89,chuva leve
8214,Manaus,36.2,73,chuva leve
8215,Goiania,15.1,98,chuva
8216,Salvador,9.9,21,trovoada
8217,Fortaleza,27.8,84,poucas nuvens
8218,Fortaleza,32.9,69,chuva leve
8219,Belo Horizonte,26.9,89,trovoada
8220,Brasília,35.6,83,poucas nuvens
8221,Curitiba,5.8,51,chuva
8222,Curitiba,26.8,56,céu limpo
8223,Brasília,27.9,45,nuvens dispersas
8224,São Paulo,38.8,36,névoa
8225,Campinas,12.8,95,chuva
8226,Campinas,32.6,94,céu limpo
8227,Curitiba,14.9,52,trovoada
8228,Recife,37.1,28,trovoada
8229,Belo Horizonte,0.7,22,nuvens dispersas
8230,Curitiba,1.3,75,céu limpo
8231,Natal,30.5,79,nuvens dispersas
8232,São Gonçalo,-2.1,35,nuvens quebradas
8233,Manaus,-0.4,90,névoa
8234,Goiania,17.4,58,chuva leve
8235,Campinas,13.2,69,céu limpo
8236,Manaus,-2.2,89,céu limpo
8237,Natal,3.8,23,céu limpo
8238,Belo Horizonte,1.6,64,céu limpo
8239,Natal,32.2,55,céu limpo
8240,Goiania,34.6,88,trovoada
8241,São Luís,20.5,75,neve
8242,Rio de Janeiro,8.3,40,nuvens quebradas
8243,Salvador,-4.8,64,chuva
8244,Recife,18.4,88,chuva leve
8245,Duque de Caxias,22.1,29,poucas nuvens
8246,Maceió,9.7,27,nuvens dispersas
8247,Recife,-0.8,38,trovoada
8248,Duque de Caxias,35.8,31,chuva leve
8249,Fortaleza,6.6,89,céu limpo
8250,Brasília,18.3,94,neve
8251,Porto Alegre,14.3,54,poucas nuvens
8252,Goiania,36.7,34,poucas nuvens
8253,Guarulhos,5.5,79,neve
8254,Belém,7.2,75,céu limpo
8255,Curitiba,31.4,93,céu limpo
8256,Duque de Caxias,36.6,77,nuvens dispersas
8257,Maceió,4.9,86,neve
8258,Rio de Janeiro,23.5,54,trovoada
8259,Fortaleza,-0.7,38,neve
8260,São Luís,2.3,64,chuva
8261,Duque de Caxias,10.9,55,poucas nuvens
8262,Duque de Caxias,-3.1,96,nuvens quebradas
8263,Manaus,31.8,84,nuvens quebradas
8264,Campinas,33.7,26,chuva
8265,Duque de Caxias,7.7,56,chuva leve
8266,Porto Alegre,-3.4,57,névoa
8267,Teresina,0.8,40,chuva leve
8268,São Luís,35.5,96,névoa
8269,Curitiba,7.4,31,trovoada
8270,Rio de Janeiro,35.9,63,trovoada
8271,Porto Alegre,22.0,58,névoa
8272,São Gonçalo,35.2,58,trovoada
8273,Curitiba,21.2,100,chuva leve
8274,Fortaleza,27.9,69,trovoada
8275,São Luís,12.9,87,chuva leve
8276,Guarulhos,38.8,43,céu limpo
8277,São Gonçalo,14.8,81,névoa
8278,Campinas,10.9,43,névoa
8279,Campinas,35.2,58,neve
8280,Curitiba,20.3,43,poucas nuvens
8281,Duque de Caxias,26.8,74,neve
8282,Recife,34.7,66,chuva
8283,Natal,32.0,20,chuva
8284,Belo Horizonte,26.0,74,poucas nuvens
8285,Maceió,29.5,60,trovoada
8286,Porto Alegre,14.2,56,nuvens dispersas
8287,Goiania,26.5,65,céu limpo
8288,Curitiba,34.7,96,névoa
8289,São Paulo,12.7,34,nuvens quebradas
8290,Campinas,26.6,46,trovoada
8291,Recife,5.5,38,trovoada
8292,Guarulhos,2.7,25,neve
8293,Duque de Caxias,4.2,75,poucas nuvens
8294,Maceió,14.8,97,nuvens dispersas
8295,Teresina,2.2,76,trovoada
8296,Goiania,27.0,35,chuva
8297,Natal,12.8,60,céu limpo
8298,Curitiba,25.0,53,neve
8299,Manaus,37.0,23,nuvens dispersas
8300,Natal,25.4,42,poucas nuvens
8301,Curitiba,35.6,22,céu limpo
8302,Rio de Janeiro,10.0,88,céu limpo
8303,Brasília,19.0,22,céu limpo
8304,Rio de Janeiro,27.8,32,céu limpo
8305,Porto Alegre,13.8,29,nuvens dispersas
8306,Goiania,-1.0,73,chuva leve
8307,São Gonçalo,27.3,86,nuvens dispersas
8308,Curitiba,21.2,66,céu limpo
8309,Recife,38.2,65,nuvens quebradas
8310,Campinas,-0.5,29,trovoada
8311,Goiania,32.2,21,chuva leve
8312,Belo Horizonte,23.2,71,nuvens dispersas
8313,Teresina,33.6,81,céu limpo
8314,São Paulo,9.4,88,chuva leve
8315,São Gonçalo,9.4,84,nuvens dispersas
8316,Fortaleza,-4.7,84,nuvens dispersas
8317,Belém,1.5,74,nuvens dispersas
8318,Duque de Caxias,17.5,63,nuvens quebradas
8319,Goiania,31.7,52,neve
8320,Natal,26.7,66,trovoada
8321,Brasília,29.3,88,trovoada
8322,Recife,35.2,90,nuvens quebradas
8323,Salvador,1.5,69,céu limpo
8324,Curitiba,6.1,67,poucas nuvens
8325,Manaus,5.7,91,nuvens dispersas
8326,Goiania,9.6,43,céu limpo
8327,Rio de Janeiro,-2.2,74,chuva
8328,Porto Alegre,5.9,48,céu limpo
8329,Duque de Caxias,25.8,92,poucas nuvens
8330,Belo Horizonte,39.8,70,poucas nuvens
8331,Belém,11.1,21,céu limpo
8332,Rio de Janeiro,27.9,43,chuva
8333,Manaus,34.5,57,poucas nuvens
8334,Campinas,34.2,56,chuva
8335,Teresina,15.0,73,poucas nuvens
8336,Campinas,18.4,93,poucas nuvens
8337,São Gonçalo,7.4,61,chuva
8338,Manaus,31.3,20,poucas nuvens
8339,Porto Alegre,0.1,94,nuvens quebradas
8340,São Luís,27.4,52,poucas nuvens
8341,Campinas,34.2,99,chuva
8342,Campinas,3.4,69,chuva leve
8343,Brasília,-0.7,73,chuva leve
8344,Belém,27.1,78,trovoada
8345,Salvador,-3.3,40,chuva
8346,Fortaleza,2.4,85,trovoada
8347,São Paulo,13.6,69,chuva leve
8348,Maceió,19.8,33,chuva leve
8349,São Paulo,15.2,54,chuva
8350,Porto Alegre,12.7,82,céu limpo
8351,São Luís,12.3,53,nuvens quebradas
8352,Porto Alegre,10.6,25,nuvens quebradas
8353,Belém,3.4,60,neve
8354,Brasília,34.0,82,neve
8355,Brasília,37.6,25,chuva leve
8356,São Luís,8.0,51,céu limpo
8357,Guarulhos,34.6,74,chuva leve
8358,Porto Alegre,3.8,69,nuvens quebradas
8359,Rio de Janeiro,6.8,21,chuva leve
8360,Belém,10.9,49,chuva
8361,Recife,25.2,64,céu limpo
8362,Teresina,9.6,78,poucas nuvens
8363,Belém,-2.2,88,nuvens quebradas
8364,Manaus,38.6,33,neve
8365,Goiania,39.4,48,trovoada
8366,Porto Alegre,22.7,49,chuva leve
8367,Brasília,9.6,73,chuva leve
8368,Salvador,28.4,34,nuvens dispersas
8369,Porto Alegre,28.3,66,névoa
8370,Belo Horizonte,19.4,55,chuva
8371,Manaus,26.1,41,chuva leve
8372,Teresina,18.6,76,nuvens dispersas
8373,São Gonçalo,20.0,80,chuva leve
8374,Curitiba,4.9,97,chuva
8375,São Gonçalo,36.7,40,nuvens quebradas
8376,Natal,29.0,25,chuva
8377,Manaus,11.1,54,chuva
8378,Salvador,30.4,50,neve
8379,Fortaleza,36.0,82,céu limpo
8380,Recife,31.0,40,trovoada
8381,Fortaleza,17.3,59,chuva
8382,Duque de Caxias,26.8,86,chuva leve
8383,São Luís,11.3,49,neve
8384,Guarulhos,23.5,55,trovoada
8385,Belém,37.4,71,neve
8386,Recife,24.5,50,nuvens quebradas
8387,Recife,15.2,77,chuva
8388,São Luís,38.8,61,neve
8389,Natal,22.8,67,névoa
8390,Belo Horizonte,39.4,60,chuva leve
8391,Guarulhos,30.3,57,nuvens dispersas
8392,São Luís,21.1,33,névoa
8393,Curitiba,3.5,78,trovoada
8394,Fortaleza,30.4,81,poucas nuvens
8395,Manaus,17.7,47,chuva
8396,Porto Alegre,17.3,40,neve
8397,Duque de Caxias,-0.7,96,chuva
8398,Fortaleza,17.8,95,trovoada
8399,Manaus,15.9,58,trovoada
8400,Brasília,18.5,96,névoa
8401,Recife,20.1,52,céu limpo
8402,Goiania,-1.7,47,neve
8403,Rio de Janeiro,27.2,100,chuva
8404,Curitiba,29.5,93,névoa
8405,Manaus,0.5,72,chuva
8406,Belo Horizonte,2.0,79,neve
8407,Manaus,31.9,40,nuvens quebradas
8408,Manaus,0.6,39,céu limpo
8409,Belém,-4.8,30,chuva
8410,Brasília,10.6,27,céu limpo
8411,Manaus,-2.7,45,chuva
8412,São Luís,1.9,74,poucas nuvens
8413,Fortaleza,29.1,82,chuva leve
8414,Teresina,2.9,78,nuvens quebradas
8415,Campinas,36.3,66,chuva leve
8416,Brasília,0.2,28,nuvens quebradas
8417,Guarulhos,4.9,70,chuva
8418,Guarulhos,8.6,84,chuva leve
8419,Campinas,-3.8,95,nuvens dispersas
8420,Maceió,0.5,40,nuvens quebradas
8421,Goiania,-2.6,93,trovoada
8422,Teresina,10.5,32,neve
8423,Goiania,32.8,80,névoa
8424,Belém,12.3,94,céu limpo
8425,São Gonçalo,18.9,40,neve
8426,Belém,22.9,25,trovoada
8427,Goiania,25.0,84,chuva leve
8428,São Paulo,37.2,71,névoa
8429,Brasília,5.1,95,neve
8430,Brasília,35.6,73,trovoada
8431,Maceió,-4.8,30,céu limpo
8432,Belém,1.4,56,chuva
8433,São Luís,34.4,74,céu limpo
8434,Rio de Janeiro,14.6,77,chuva
8435,Natal,25.1,45,nuvens dispersas
8436,Belém,13.8,98,neve
8437,Belém,39.2,91,névoa
8438,Curitiba,8.5,92,nuvens quebradas
8439,Curitiba,21.1,88,chuva
8440,Belém,33.2,38,poucas nuvens
8441,Belo Horizonte,5.0,55,neve
8442,Teresina,31.2,98,névoa
8443,Belém,26.9,96,nuvens dispersas
8444,Duque de Caxias,7.9,78,poucas nuvens
8445,Belo Horizonte,-1.1,64,nuvens quebradas
8446,Natal,4.3,56,poucas nuvens
8447,Porto Alegre,6.3,59,chuva
8448,Duque de Caxias,19.6,64,nuvens dispersas
8449,São Paulo,39.7,87,trovoada
8450,Salvador,6.2,78,céu limpo
8451,Campinas,-3.5,92,chuva
8452,Manaus,26.9,25,nuvens quebradas
8453,Porto Alegre,11.0,33,chuva leve
8454,Brasília,15.6,39,trovoada
8455,São Paulo,39.2,90,nuvens dispersas
8456,Maceió,8.1,70,chuva
8457,Teresina,23.1,84,chuva leve
8458,Manaus,36.5,40,poucas nuvens
8459,Duque de Caxias,35.0,82,poucas nuvens
8460,Rio de Janeiro,39.6,98,nuvens quebradas
8461,Rio de Janeiro,35.0,31,poucas nuvens
8462,Curitiba,2.2,99,trovoada
8463,São Luís,19.1,52,nuvens dispersas
8464,Campinas,29.2,77,céu limpo
8465,São Gonçalo,20.8,73,poucas nuvens
8466,Maceió,23.0,68,céu limpo
8467,Rio de Janeiro,39.8,46,chuva leve
8468,Brasília,39.5,98,poucas nuvens
8469,Campinas,-2.6,40,céu limpo
8470,São Luís,35.0,41,chuva
8471,São Luís,10.7,45,chuva
8472,São Gonçalo,31.3,53,neve
8473,São Paulo,23.5,69,névoa
8474,Goiania,30.2,72,poucas nuvens
8475,São Luís,23.3,50,neve
8476,Rio de Janeiro,25.0,44,neve
8477,Manaus,1.0,89,névoa
8478,Manaus,1.2,95,céu limpo
8479,Belém,18.8,92,trovoada
8480,Duque de Caxias,36.6,67,trovoada
8481,Duque de Caxias,14.0,70,névoa
8482,Porto Alegre,-4.4,57,chuva
8483,Fortaleza,27.5,34,nuvens dispersas
8484,Campinas,-2.0,35,névoa
8485,São Gonçalo,24.5,74,nuvens dispersas
8486,Salvador,36.1,24,névoa
8487,Natal,19.1,66,nuvens dispersas
8488,Curitiba,11.2,93,céu limpo
8489,Recife,31.3,65,nuvens dispersas
8490,Manaus,8.4,98,poucas nuvens
8491,Salvador,37.1,91,nuvens quebradas
8492,Campinas,23.2,24,névoa
8493,Recife,13.3,76,nuvens dispersas
8494,Duque de Caxias,12.5,30,céu limpo
8495,Duque de Caxias,-4.7,70,névoa
8496,São Paulo,10.4,48,neve
8497,Duque de Caxias,6.8,88,neve
8498,Campinas,14.3,77,trovoada
8499,Rio de Janeiro,37.3,44,chuva leve
8500,Belém,-1.4,63,chuva leve
8501,Fortaleza,37.7,33,neve
8502,Rio de Janeiro,32.9,93,névoa
8503,Fortaleza,3.4,82,nuvens dispersas
8504,Porto Alegre,15.2,99,trovoada
8505,Guarulhos,-0.8,35,céu limpo
8506,Duque de Caxias,29.9,75,poucas nuvens
8507,Goiania,34.8,69,nuvens dispersas
8508,Campinas,25.0,27,céu limpo
8509,Guarulhos,-1.0,80,poucas nuvens
8510,Porto Alegre,36.8,27,neve
8511,São Paulo,17.9,45,trovoada
8512,Salvador,21.6,88,poucas nuvens
8513,Goiania,39.8,57,chuva leve
8514,Guarulhos,21.6,44,chuva
8515,Guarulhos,25.5,25,céu limpo
8516,Porto Alegre,16.8,53,trovoada
8517,Goiania,16.5,88,nuvens quebradas
8518,Porto Alegre,23.3,34,trovoada
8519,Teresina,8.3,71,névoa
8520,Salvador,8.6,98,chuva
8521,Recife,33.5,59,neve
8522,Curitiba,20.9,32,nuvens dispersas
8523,Belém,-3.1,59,chuva
8524,Porto Alegre,37.2,82,nuvens dispersas
8525,Rio de Janeiro,7.3,97,neve
8526,Belém,20.0,96,nuvens dispersas
8527,Belém,10.9,51,poucas nuvens
8528,São Paulo,28.7,41,nuvens quebradas
8529,Campinas,9.1,78,chuva leve
8530,Duque de Caxias,27.5,53,chuva
8531,Porto Alegre,13.1,45,névoa
8532,Manaus,23.2,24,nuvens quebradas
8533,São Paulo,16.9,45,céu limpo
8534,Goiania,24.0,43,poucas nuvens
8535,São Gonçalo,9.1,87,poucas nuvens
8536,Manaus,6.1,95,neve
8537,Manaus,18.2,30,chuva
8538,Duque de Caxias,-1.2,95,chuva
8539,Belo Horizonte,7.8,100,trovoada
8540,São Luís,-2.6,30,poucas nuvens
8541,Brasília,1.5,72,nuvens quebradas
8542,Salvador,21.6,93,céu limpo
8543,Duque de Caxias,10.8,99,chuva leve
8544,Campinas,39.0,71,trovoada
8545,Goiania,14.5,92,chuva leve
8546,Recife,35.5,44,chuva
8547,Recife,9.8,67,poucas nuvens
8548,São Gonçalo,10.1,67,nuvens dispersas
8549,Belém,-4.0,20,poucas nuvens
